Emp_Id,Grade,Department,Primary_Skill,Secondary_Skill,Course_Category,Duration_Hours,Delivery_Mode,Business_Priority,Skill_Gap_Score,Availability_Hours_Per_Week,Bench_Status,Performance_Rating,Learning_Style,Career_Goal,Completion_Percentage,Assessment_Score,Training_Success,Training_Course_Name,Mark_Range
E1255,G4,IT Support,React,Tableau,Dev,19.9,In-person,Low,0.53,39.4,Available,4.9,Reading,DevOps,32.6,28.7,Pass,Testing,0-59 (Fail)
E1256,G2,Data Science,Java,AWS,Cloud,34.7,Online,Medium,0.81,5.9,On-bench,2.7,Reading,Architect,82.9,67.8,Pass,Analytics,60-69 (Borderline)
E1257,G6,IT Support,Tableau,Tableau,Data,35.3,Hybrid,High,0.08,18.4,Aligned,3.5,Reading,Architect,28.2,34.9,Fail,Microservices,0-59 (Fail)
E1258,G2,QA,AWS,Tableau,Backend,71.0,In-person,High,0.54,33.6,Available,4.4,Visual,DevOps,52.3,45.2,Pass,Testing,0-59 (Fail)
E1259,G4,Finance,Go,AWS,QA,22.6,Hybrid,Critical,0.33,18.2,Available,3.8,Hands-on,QA Lead,95.1,16.8,Pass,Microservices,0-59 (Fail)
E1260,G4,IT Support,React,Docker,Data,29.9,In-person,Critical,0.37,26.5,Not Available,2.8,Hands-on,DevOps,21.9,17.6,Pass,Analytics,0-59 (Fail)
E1261,G6,Finance,Java,React,Data,31.4,Hybrid,High,0.89,13.5,Aligned,4.6,Reading,QA Lead,17.5,64.6,Pass,Analytics,60-69 (Borderline)
E1262,G2,Data Science,Docker,Docker,Data,63.9,Online,High,0.6,2.1,On-bench,4.4,Visual,Data Sci,45.8,33.7,Fail,System Design,0-59 (Fail)
E1263,G2,QA,SQL,Docker,Data,54.6,In-person,Medium,0.79,23.6,Available,3.7,Hands-on,QA Lead,15.4,46.8,Pass,Microservices,0-59 (Fail)
E1264,G6,HR,Tableau,Python,Cloud,61.0,Hybrid,Low,0.67,30.5,On-bench,3.4,Reading,Data Sci,67.0,45.0,Pass,Analytics,0-59 (Fail)
E1265,G4,Finance,Java,Java,DevOps,75.3,In-person,Low,0.8,30.1,On-bench,3.1,Reading,Data Sci,72.5,10.7,Pass,Cloud,0-59 (Fail)
E1266,G6,Data Science,Java,Go,Dev,40.5,In-person,High,0.13,30.9,On-bench,3.9,Hands-on,QA Lead,83.5,89.0,Pass,Analytics,80-89 (Very Good)
E1267,G5,QA,React,Tableau,Backend,33.4,In-person,High,0.29,13.3,Not Available,4.2,Reading,Data Sci,59.7,62.7,Fail,Testing,60-69 (Borderline)
E1268,G2,Finance,Docker,SQL,Infra,47.9,Hybrid,Medium,0.91,13.6,Available,2.5,Hands-on,Tech Lead,34.7,41.8,Pass,Testing,0-59 (Fail)
E1269,G3,Finance,Tableau,Tableau,Infra,70.2,Hybrid,Medium,0.99,21.6,On-bench,3.0,Visual,Data Sci,19.8,15.8,Pass,Testing,0-59 (Fail)
E1270,G6,HR,Java,Docker,Dev,27.3,Hybrid,Medium,0.66,30.0,On-bench,3.2,Reading,DevOps,29.4,11.0,Pass,Microservices,0-59 (Fail)
E1271,G3,Data Science,Java,SQL,DevOps,41.7,Hybrid,High,0.88,35.8,Aligned,3.2,Reading,Tech Lead,44.0,70.1,Pass,Analytics,70-79 (Pass)
E1272,G1,Data Science,Java,AWS,Data,26.3,Online,Low,0.12,27.3,Not Available,3.2,Reading,Tech Lead,16.4,11.2,Pass,Microservices,0-59 (Fail)
E1273,G3,Data Science,Docker,Docker,DevOps,52.8,Online,Critical,0.87,20.9,On-bench,4.7,Visual,Architect,32.7,1.0,Pass,Analytics,0-59 (Fail)
E1274,G5,IT Support,SQL,SQL,QA,38.5,In-person,Low,0.59,9.1,Aligned,4.0,Hands-on,Data Sci,61.7,82.9,Pass,System Design,80-89 (Very Good)
E1275,G5,QA,Tableau,Docker,Cloud,31.0,Hybrid,Medium,0.26,38.8,Available,3.1,Visual,Data Sci,2.7,50.3,Pass,Analytics,0-59 (Fail)
E1276,G1,Engineering,Java,Docker,Dev,38.3,Online,High,0.82,19.1,Available,4.5,Visual,Tech Lead,32.8,20.1,Fail,Microservices,0-59 (Fail)
E1277,G6,HR,React,Go,Data,26.9,Online,High,0.82,15.4,Available,3.2,Reading,Data Sci,11.9,89.6,Pass,Microservices,80-89 (Very Good)
E1278,G2,IT Support,Docker,SQL,Dev,41.5,Hybrid,High,0.66,38.8,Available,4.8,Visual,QA Lead,22.4,23.0,Pass,Cloud,0-59 (Fail)
E1279,G4,QA,Java,Go,Infra,30.0,In-person,Critical,0.94,1.9,On-bench,4.0,Hands-on,DevOps,96.2,42.6,Pass,System Design,0-59 (Fail)
E1280,G6,HR,Tableau,Docker,QA,33.7,In-person,Critical,0.83,1.7,Available,3.1,Hands-on,Architect,55.7,22.2,Pass,Cloud,0-59 (Fail)
E1281,G1,HR,Python,Tableau,QA,75.7,In-person,High,0.64,25.2,Aligned,2.7,Visual,Architect,4.3,75.0,Pass,System Design,70-79 (Pass)
E1282,G3,Finance,SQL,Docker,Cloud,15.5,Hybrid,Low,0.43,15.2,Aligned,3.8,Visual,Architect,25.0,52.6,Pass,System Design,0-59 (Fail)
E1283,G4,Finance,Tableau,Tableau,Infra,51.4,Hybrid,High,0.71,27.9,Aligned,3.5,Hands-on,DevOps,34.6,64.4,Pass,Microservices,60-69 (Borderline)
E1284,G4,Finance,Tableau,Docker,Infra,44.5,Hybrid,High,1.0,7.6,Not Available,4.2,Hands-on,DevOps,93.9,17.4,Pass,Analytics,0-59 (Fail)
E1285,G4,Finance,Java,AWS,Dev,26.1,In-person,Low,0.8,29.0,Not Available,3.5,Reading,Tech Lead,5.2,15.3,Pass,System Design,0-59 (Fail)
E1286,G3,QA,Go,SQL,Cloud,76.6,In-person,High,0.26,11.2,Not Available,4.8,Visual,Architect,5.1,3.8,Pass,System Design,0-59 (Fail)
E1287,G3,HR,Go,Python,Data,65.8,In-person,High,0.25,27.9,On-bench,3.5,Reading,Architect,6.2,51.4,Pass,Testing,0-59 (Fail)
E1288,G4,HR,React,Go,Backend,29.4,Online,Critical,0.26,3.5,Not Available,2.7,Visual,QA Lead,62.6,27.6,Pass,System Design,0-59 (Fail)
E1289,G5,Data Science,AWS,SQL,Cloud,62.3,In-person,Critical,0.69,22.1,Available,3.9,Hands-on,DevOps,91.1,52.6,Pass,Testing,0-59 (Fail)
E1290,G2,Finance,Tableau,Tableau,Dev,18.7,Hybrid,Low,0.34,32.1,Aligned,4.1,Hands-on,Data Sci,88.6,86.0,Pass,Cloud,80-89 (Very Good)
E1291,G3,Finance,React,AWS,QA,66.4,Online,Critical,0.82,15.9,On-bench,4.1,Reading,QA Lead,8.2,3.4,Pass,Analytics,0-59 (Fail)
E1292,G2,Engineering,Python,Docker,QA,22.6,Hybrid,Medium,0.35,30.5,Available,4.7,Reading,QA Lead,76.8,41.7,Pass,System Design,0-59 (Fail)
E1293,G4,Engineering,Tableau,Tableau,Data,16.5,In-person,High,0.28,5.2,Available,4.4,Visual,Architect,25.4,45.2,Pass,Microservices,0-59 (Fail)
E1294,G4,HR,Python,Docker,Dev,54.2,In-person,Medium,0.29,3.7,Aligned,4.6,Reading,Architect,89.0,90.6,Pass,System Design,90-100 (Excellent)
E1295,G4,Finance,React,AWS,Data,24.3,Online,Medium,0.69,9.3,Available,4.2,Visual,Architect,25.1,62.4,Pass,Microservices,60-69 (Borderline)
E1296,G4,IT Support,Go,Go,Backend,79.8,Hybrid,Low,0.93,13.3,On-bench,2.6,Visual,Tech Lead,25.9,2.7,Pass,Microservices,0-59 (Fail)
E1297,G3,Data Science,AWS,Tableau,Data,34.2,In-person,Low,0.97,2.0,On-bench,4.0,Hands-on,QA Lead,6.9,8.6,Pass,System Design,0-59 (Fail)
E1298,G2,Data Science,React,Tableau,Data,61.5,Hybrid,Medium,0.78,39.8,On-bench,4.5,Hands-on,QA Lead,68.0,90.8,Pass,Analytics,90-100 (Excellent)
E1299,G3,QA,SQL,AWS,Cloud,56.2,Hybrid,High,0.02,29.2,On-bench,4.8,Reading,QA Lead,34.3,12.9,Fail,Microservices,0-59 (Fail)
E1300,G6,Data Science,Python,SQL,Cloud,73.1,In-person,Critical,0.29,12.0,Aligned,2.5,Reading,DevOps,35.7,24.4,Fail,Analytics,0-59 (Fail)
E1301,G3,Data Science,Go,SQL,Backend,51.0,In-person,Low,0.38,26.7,Available,3.5,Hands-on,Tech Lead,31.5,9.3,Fail,Cloud,0-59 (Fail)
E1302,G5,Finance,Python,Tableau,Infra,72.9,In-person,Low,0.32,19.1,Available,3.5,Hands-on,Data Sci,68.2,30.3,Fail,Cloud,0-59 (Fail)
E1303,G4,QA,SQL,Go,DevOps,60.1,Online,Critical,0.75,34.9,Not Available,5.0,Reading,QA Lead,78.0,64.7,Pass,Testing,60-69 (Borderline)
E1304,G4,HR,SQL,React,Infra,27.8,Hybrid,Medium,0.11,19.1,Aligned,3.2,Hands-on,Data Sci,65.2,79.9,Pass,Cloud,70-79 (Pass)
E1305,G2,IT Support,Go,Go,Data,49.0,In-person,Critical,0.4,23.9,Available,4.0,Hands-on,DevOps,81.0,56.0,Pass,Cloud,0-59 (Fail)
E1306,G5,Data Science,Java,AWS,Dev,65.1,In-person,High,0.91,0.8,On-bench,4.8,Hands-on,Tech Lead,83.3,29.1,Pass,Testing,0-59 (Fail)
E1307,G3,Engineering,Docker,React,Dev,41.8,Hybrid,Low,0.25,4.8,On-bench,3.9,Hands-on,Architect,81.6,44.8,Fail,Cloud,0-59 (Fail)
E1308,G6,Data Science,Java,Go,Data,38.1,Online,Low,0.12,35.3,Aligned,2.5,Reading,QA Lead,44.2,62.2,Fail,Microservices,60-69 (Borderline)
E1309,G2,Finance,Java,Python,Backend,24.8,Hybrid,Low,0.6,23.3,Not Available,4.7,Hands-on,Tech Lead,16.3,64.9,Fail,Testing,60-69 (Borderline)
E1310,G3,Finance,Python,AWS,Backend,17.7,Hybrid,Low,0.1,4.7,On-bench,4.5,Visual,Data Sci,7.9,54.3,Pass,System Design,0-59 (Fail)
E1311,G4,Data Science,SQL,Tableau,Infra,24.8,In-person,High,0.6,3.2,On-bench,3.3,Reading,Tech Lead,82.8,7.7,Pass,Testing,0-59 (Fail)
E1312,G4,Finance,AWS,Python,Dev,33.0,In-person,Low,0.12,35.0,Aligned,3.3,Visual,Data Sci,4.0,38.9,Pass,Analytics,0-59 (Fail)
E1313,G6,Engineering,Python,Java,Dev,67.6,Hybrid,Medium,0.02,39.3,Available,2.5,Hands-on,Tech Lead,56.7,33.7,Pass,Analytics,0-59 (Fail)
E1314,G4,Finance,Python,Go,QA,73.7,Hybrid,Low,0.91,33.4,Aligned,4.6,Reading,Architect,26.4,48.3,Fail,System Design,0-59 (Fail)
E1315,G4,Finance,Python,Java,QA,53.9,In-person,High,0.96,21.6,On-bench,3.5,Reading,Tech Lead,57.2,17.7,Fail,Analytics,0-59 (Fail)
E1316,G2,HR,Tableau,Go,Dev,50.3,Hybrid,High,0.63,0.5,Aligned,3.0,Hands-on,DevOps,5.1,38.2,Pass,Cloud,0-59 (Fail)
E1317,G3,IT Support,AWS,Docker,DevOps,15.5,In-person,Low,0.55,20.8,Aligned,4.7,Visual,QA Lead,11.4,88.1,Pass,System Design,80-89 (Very Good)
E1318,G1,Finance,Tableau,Java,Cloud,44.3,Hybrid,High,0.59,18.2,Available,2.7,Hands-on,Tech Lead,79.6,72.6,Pass,Testing,70-79 (Pass)
E1319,G1,QA,React,Docker,Cloud,76.7,Hybrid,Medium,0.38,22.2,Not Available,4.2,Reading,Tech Lead,5.5,31.8,Pass,Microservices,0-59 (Fail)
E1320,G4,Data Science,Java,AWS,Data,79.3,In-person,Medium,0.6,29.1,On-bench,2.8,Hands-on,QA Lead,17.0,4.9,Pass,System Design,0-59 (Fail)
E1321,G2,IT Support,Docker,SQL,Dev,36.6,In-person,Low,0.28,14.0,Aligned,4.6,Reading,QA Lead,68.7,92.3,Pass,Microservices,90-100 (Excellent)
E1322,G1,QA,Go,Docker,Data,26.8,Hybrid,High,0.33,29.2,On-bench,4.3,Hands-on,DevOps,52.2,6.5,Fail,Analytics,0-59 (Fail)
E1323,G2,QA,Python,Docker,Infra,44.9,Hybrid,Low,0.62,22.7,Not Available,2.8,Reading,Data Sci,99.4,1.1,Pass,Analytics,0-59 (Fail)
E1324,G2,HR,Java,Java,Backend,38.0,In-person,Critical,0.73,28.0,On-bench,3.4,Reading,Architect,57.6,15.5,Pass,Cloud,0-59 (Fail)
E1325,G5,Data Science,Python,Tableau,Infra,68.8,In-person,Medium,0.47,1.7,Aligned,3.2,Hands-on,QA Lead,56.7,76.4,Pass,Analytics,70-79 (Pass)
E1326,G5,Engineering,Docker,AWS,Cloud,74.3,Online,Critical,0.51,11.5,Not Available,3.5,Reading,Tech Lead,24.3,8.8,Pass,System Design,0-59 (Fail)
E1327,G3,HR,Go,Java,Infra,55.7,Online,Critical,0.41,20.9,Not Available,4.1,Hands-on,QA Lead,49.5,11.7,Pass,System Design,0-59 (Fail)
E1328,G5,QA,Docker,Go,Backend,63.7,In-person,Low,0.57,7.2,Not Available,3.0,Reading,Architect,30.6,53.3,Pass,System Design,0-59 (Fail)
E1329,G6,Engineering,Tableau,Go,QA,62.0,Hybrid,Medium,0.71,23.2,On-bench,3.5,Hands-on,Data Sci,64.9,64.2,Pass,Testing,60-69 (Borderline)
E1330,G1,QA,Java,AWS,Cloud,44.8,In-person,Medium,0.89,32.6,On-bench,5.0,Visual,QA Lead,28.7,84.5,Fail,Microservices,80-89 (Very Good)
E1331,G6,HR,Go,Go,Cloud,24.0,Online,Critical,0.5,27.0,Not Available,4.8,Hands-on,Data Sci,51.2,65.3,Pass,Analytics,60-69 (Borderline)
E1332,G5,Finance,Python,Go,Cloud,64.8,Online,High,0.97,15.7,Available,3.0,Hands-on,QA Lead,42.8,60.7,Pass,Cloud,60-69 (Borderline)
E1333,G2,QA,Python,Go,Data,35.4,Online,High,0.4,0.3,Not Available,3.0,Hands-on,Data Sci,79.5,31.1,Pass,Microservices,0-59 (Fail)
E1334,G3,Finance,AWS,Docker,Data,37.1,Online,Critical,0.49,4.4,On-bench,2.7,Reading,Architect,54.6,88.9,Pass,System Design,80-89 (Very Good)
E1335,G2,Data Science,Java,React,Dev,76.4,Online,Medium,0.33,20.0,On-bench,3.1,Reading,DevOps,30.6,6.1,Fail,Analytics,0-59 (Fail)
E1336,G6,QA,Python,Tableau,Cloud,59.4,In-person,Medium,0.94,34.9,On-bench,3.3,Reading,Tech Lead,98.7,57.4,Fail,Testing,0-59 (Fail)
E1337,G3,QA,Go,React,Cloud,18.5,In-person,Low,0.48,34.0,On-bench,3.0,Reading,DevOps,67.7,61.1,Pass,Analytics,60-69 (Borderline)
E1338,G1,QA,Docker,Java,Infra,66.5,In-person,Critical,0.93,16.1,Not Available,4.2,Hands-on,QA Lead,36.3,84.4,Pass,System Design,80-89 (Very Good)
E1339,G2,Finance,React,Python,QA,19.6,In-person,High,0.86,9.3,Aligned,3.1,Reading,QA Lead,29.8,74.4,Pass,Testing,70-79 (Pass)
E1340,G1,HR,Java,Python,Data,31.6,Hybrid,Low,0.17,6.7,Aligned,4.7,Reading,QA Lead,41.6,6.1,Pass,System Design,0-59 (Fail)
E1341,G1,HR,React,Java,Data,42.0,Online,Low,0.79,7.8,On-bench,4.6,Hands-on,DevOps,45.8,24.6,Pass,Analytics,0-59 (Fail)
E1342,G2,Finance,React,Java,QA,70.0,Online,Critical,0.0,15.1,Available,3.0,Hands-on,Architect,22.0,0.0,Pass,System Design,No Assessment
E1343,G5,Finance,Go,React,Backend,62.1,Online,High,0.43,4.8,On-bench,3.1,Reading,DevOps,74.4,68.3,Pass,Testing,60-69 (Borderline)
E1344,G4,Finance,React,Tableau,Dev,18.5,Hybrid,Critical,0.04,15.7,Not Available,3.6,Hands-on,QA Lead,68.7,78.2,Pass,System Design,70-79 (Pass)
E1345,G6,QA,React,Python,Dev,44.9,In-person,High,0.48,39.5,On-bench,3.2,Visual,Tech Lead,88.7,38.3,Pass,Analytics,0-59 (Fail)
E1346,G5,IT Support,React,Java,Infra,36.2,Hybrid,High,0.12,0.7,On-bench,4.6,Visual,Tech Lead,95.1,13.2,Pass,Cloud,0-59 (Fail)
E1347,G6,Engineering,Docker,AWS,Infra,38.6,Online,Medium,0.98,32.3,Aligned,3.3,Visual,Tech Lead,95.3,5.8,Pass,Microservices,0-59 (Fail)
E1348,G6,Finance,Docker,Java,QA,65.9,Hybrid,High,0.63,5.0,On-bench,2.6,Visual,QA Lead,4.3,83.0,Fail,Microservices,80-89 (Very Good)
E1349,G3,Engineering,Go,SQL,Cloud,24.0,In-person,Low,0.48,8.5,On-bench,4.4,Visual,DevOps,1.4,77.1,Pass,Analytics,70-79 (Pass)
E1350,G4,IT Support,React,SQL,DevOps,64.0,In-person,Critical,0.69,6.7,Available,3.6,Visual,Tech Lead,64.6,15.0,Pass,Cloud,0-59 (Fail)
E1351,G2,Finance,SQL,Java,QA,76.8,Online,High,0.26,38.8,Available,2.6,Hands-on,DevOps,94.8,13.6,Pass,Microservices,0-59 (Fail)
E1352,G6,Finance,SQL,Python,Infra,55.8,In-person,Low,0.15,37.5,Aligned,4.4,Visual,Architect,92.4,78.8,Pass,Testing,70-79 (Pass)
E1353,G6,IT Support,Docker,Python,Dev,59.8,Online,Medium,0.24,17.0,Aligned,3.1,Visual,DevOps,64.3,57.7,Pass,Cloud,0-59 (Fail)
E1354,G4,Engineering,Tableau,React,Infra,67.1,Hybrid,High,0.11,35.3,Aligned,3.0,Visual,Architect,31.6,5.4,Pass,Cloud,0-59 (Fail)
E1355,G5,Finance,Java,SQL,Data,34.4,Online,Critical,0.91,0.2,Available,3.1,Hands-on,Data Sci,92.6,15.5,Pass,System Design,0-59 (Fail)
E1356,G3,HR,SQL,Python,QA,33.4,Hybrid,Low,0.88,29.2,On-bench,4.8,Visual,Tech Lead,37.2,72.9,Pass,System Design,70-79 (Pass)
E1357,G3,Data Science,Tableau,Tableau,QA,72.3,Online,Low,0.26,18.6,Available,4.7,Visual,Data Sci,48.7,66.4,Pass,Microservices,60-69 (Borderline)
E1358,G2,HR,Go,Python,Backend,74.1,Online,Critical,0.76,32.5,Aligned,4.3,Hands-on,Architect,36.3,76.2,Pass,Testing,70-79 (Pass)
E1359,G5,Finance,React,Java,Backend,16.3,Hybrid,Critical,0.39,23.3,Aligned,3.4,Reading,Tech Lead,21.9,10.8,Pass,Microservices,0-59 (Fail)
E1360,G2,Engineering,SQL,AWS,QA,21.9,Online,Medium,0.96,17.1,Not Available,3.2,Visual,Data Sci,53.6,59.4,Pass,Testing,0-59 (Fail)
E1361,G2,HR,AWS,Tableau,DevOps,18.5,Hybrid,Low,0.36,13.3,Available,4.6,Visual,Data Sci,85.7,90.1,Pass,System Design,90-100 (Excellent)
E1362,G4,Finance,Tableau,Go,Dev,75.9,Hybrid,Medium,0.5,7.1,Not Available,3.3,Reading,QA Lead,39.4,45.4,Pass,Testing,0-59 (Fail)
E1363,G3,HR,Go,SQL,QA,70.1,In-person,High,0.43,6.6,Aligned,4.5,Hands-on,DevOps,19.6,20.3,Fail,Analytics,0-59 (Fail)
E1364,G1,QA,React,Tableau,Dev,58.4,In-person,High,0.95,28.8,On-bench,3.0,Reading,Architect,5.3,69.7,Fail,Cloud,60-69 (Borderline)
E1365,G1,Data Science,Docker,AWS,Dev,25.8,Hybrid,Low,0.62,38.8,Available,2.8,Hands-on,Architect,59.2,18.4,Pass,Microservices,0-59 (Fail)
E1366,G4,Engineering,Python,Tableau,Dev,36.7,Online,Critical,0.2,32.2,On-bench,4.4,Visual,Data Sci,50.7,82.2,Pass,Analytics,80-89 (Very Good)
E1367,G4,IT Support,React,Docker,DevOps,75.0,In-person,Low,0.33,29.5,Not Available,4.7,Visual,Data Sci,85.2,3.9,Fail,Cloud,0-59 (Fail)
E1368,G2,Finance,Tableau,Go,Dev,58.7,Online,Critical,0.18,11.3,Aligned,3.7,Reading,Architect,7.5,10.2,Pass,System Design,0-59 (Fail)
E1369,G3,IT Support,React,Java,DevOps,39.6,Hybrid,Medium,0.47,31.7,Available,2.6,Visual,QA Lead,71.9,52.6,Pass,System Design,0-59 (Fail)
E1370,G2,Engineering,SQL,Python,DevOps,44.2,Hybrid,Low,0.57,13.3,On-bench,4.0,Visual,Data Sci,23.1,38.8,Pass,System Design,0-59 (Fail)
E1371,G2,IT Support,AWS,Java,QA,33.5,Online,Critical,0.85,27.4,Not Available,3.7,Reading,DevOps,28.2,30.5,Pass,Analytics,0-59 (Fail)
E1372,G1,IT Support,Java,Tableau,Cloud,25.7,Hybrid,Low,0.32,8.8,On-bench,3.9,Visual,Data Sci,90.6,71.4,Pass,Analytics,70-79 (Pass)
E1373,G6,Data Science,Python,Docker,Cloud,40.6,Hybrid,Critical,0.35,1.4,Not Available,4.4,Reading,QA Lead,53.7,18.4,Pass,Microservices,0-59 (Fail)
E1374,G5,Finance,Python,Docker,Dev,46.0,In-person,Critical,0.4,11.9,Aligned,3.0,Hands-on,Tech Lead,20.9,66.8,Pass,Analytics,60-69 (Borderline)
E1375,G5,HR,SQL,Java,Infra,70.1,Online,High,0.95,13.7,Aligned,3.6,Reading,QA Lead,31.8,0.8,Pass,Microservices,0-59 (Fail)
E1376,G4,Engineering,AWS,SQL,Data,56.2,In-person,Low,0.98,7.5,Aligned,4.9,Visual,DevOps,93.8,26.5,Pass,Microservices,0-59 (Fail)
E1377,G5,QA,Python,Go,Backend,30.3,In-person,Low,0.4,9.7,Not Available,3.3,Reading,Architect,4.7,32.5,Pass,System Design,0-59 (Fail)
E1378,G4,HR,Go,Java,Cloud,70.3,In-person,High,0.54,26.1,Not Available,4.4,Hands-on,Tech Lead,13.3,23.3,Pass,Testing,0-59 (Fail)
E1379,G4,HR,Python,Python,Backend,25.9,Hybrid,Low,0.4,2.3,Aligned,3.9,Visual,Architect,59.8,63.8,Pass,Microservices,60-69 (Borderline)
E1380,G3,Engineering,AWS,Docker,QA,15.5,In-person,Medium,0.04,14.7,On-bench,3.3,Reading,Architect,85.7,44.8,Pass,Microservices,0-59 (Fail)
E1381,G5,QA,AWS,Tableau,Data,40.1,In-person,Medium,0.69,34.5,Not Available,3.7,Hands-on,Data Sci,55.0,40.0,Pass,System Design,0-59 (Fail)
E1382,G6,HR,AWS,Docker,QA,78.2,Online,Low,0.29,18.8,Available,4.1,Hands-on,Architect,17.6,49.3,Pass,Cloud,0-59 (Fail)
E1383,G5,Data Science,Docker,Java,DevOps,19.9,In-person,Medium,0.82,0.3,On-bench,3.7,Hands-on,QA Lead,45.0,24.5,Pass,Cloud,0-59 (Fail)
E1384,G5,Engineering,AWS,Java,QA,56.3,Hybrid,Low,0.08,1.9,Not Available,2.8,Reading,Data Sci,60.6,41.1,Fail,Testing,0-59 (Fail)
E1385,G2,Engineering,SQL,React,Backend,51.9,In-person,Low,0.99,10.0,Aligned,4.7,Hands-on,Architect,48.7,90.8,Fail,Testing,90-100 (Excellent)
E1386,G4,Finance,React,Java,DevOps,32.1,Online,Medium,0.32,38.1,Aligned,3.5,Hands-on,QA Lead,5.5,55.5,Fail,Cloud,0-59 (Fail)
E1387,G1,HR,React,SQL,QA,19.8,Online,Medium,0.3,38.7,Aligned,3.5,Hands-on,QA Lead,34.7,76.2,Pass,Cloud,70-79 (Pass)
E1388,G3,Finance,Docker,Python,Dev,76.3,Online,Low,0.02,21.4,Not Available,4.2,Hands-on,QA Lead,99.5,27.6,Pass,Microservices,0-59 (Fail)
E1389,G4,HR,AWS,React,Backend,70.5,Online,Low,0.27,4.2,Available,3.8,Hands-on,DevOps,61.1,35.6,Pass,Cloud,0-59 (Fail)
E1390,G1,Engineering,Docker,Tableau,DevOps,30.6,Online,High,0.58,13.7,On-bench,4.3,Hands-on,Tech Lead,75.1,22.7,Fail,Testing,0-59 (Fail)
E1391,G6,IT Support,Tableau,React,Infra,61.0,In-person,High,0.87,9.8,On-bench,4.0,Visual,Architect,37.2,8.9,Pass,Microservices,0-59 (Fail)
E1392,G3,Engineering,React,Tableau,QA,54.0,Hybrid,Low,0.51,27.6,Aligned,4.9,Hands-on,Data Sci,32.1,50.5,Pass,Testing,0-59 (Fail)
E1393,G5,Finance,Docker,AWS,QA,40.1,Online,High,0.32,19.6,Available,4.3,Visual,Data Sci,97.5,39.5,Pass,Testing,0-59 (Fail)
E1394,G2,Engineering,AWS,Docker,Data,15.2,In-person,Critical,0.38,19.8,Not Available,2.7,Visual,QA Lead,74.0,20.3,Pass,System Design,0-59 (Fail)
E1395,G5,IT Support,Tableau,Go,Infra,23.7,Hybrid,High,0.07,8.0,On-bench,3.1,Hands-on,Architect,12.6,27.8,Pass,Cloud,0-59 (Fail)
E1396,G5,IT Support,Java,Go,Cloud,38.8,Hybrid,Critical,0.87,16.7,On-bench,3.1,Visual,DevOps,26.7,48.6,Pass,Testing,0-59 (Fail)
E1397,G6,Finance,SQL,Go,Data,59.7,Online,High,0.64,39.7,Available,3.5,Reading,DevOps,76.6,29.2,Pass,Cloud,0-59 (Fail)
E1398,G4,IT Support,AWS,Tableau,Cloud,60.0,In-person,Low,0.23,26.5,On-bench,3.8,Visual,Tech Lead,39.7,41.4,Pass,Cloud,0-59 (Fail)
E1399,G3,HR,Python,Go,Data,72.8,Hybrid,Medium,0.71,17.8,Aligned,3.1,Reading,QA Lead,31.0,17.4,Pass,Microservices,0-59 (Fail)
E1400,G2,IT Support,Tableau,Java,DevOps,23.7,Online,Low,0.87,28.3,Aligned,4.1,Visual,Architect,90.0,60.3,Pass,Microservices,60-69 (Borderline)
E1401,G5,HR,Java,AWS,Backend,44.8,In-person,Low,0.03,25.6,Available,4.7,Reading,Architect,26.5,41.5,Pass,Microservices,0-59 (Fail)
E1402,G6,Finance,Go,Python,DevOps,49.1,Online,Low,0.27,36.4,On-bench,4.7,Hands-on,Data Sci,62.6,7.2,Fail,Cloud,0-59 (Fail)
E1403,G2,IT Support,Docker,SQL,Infra,40.0,In-person,Critical,0.61,33.4,Not Available,3.8,Reading,Tech Lead,93.2,82.4,Fail,Testing,80-89 (Very Good)
E1404,G6,QA,Tableau,Tableau,Cloud,75.5,Online,Medium,0.7,29.0,Available,3.5,Visual,Architect,6.5,78.9,Pass,Microservices,70-79 (Pass)
E1405,G3,QA,Docker,AWS,QA,64.9,In-person,Medium,0.59,8.5,Not Available,4.6,Hands-on,Architect,5.5,41.0,Pass,Analytics,0-59 (Fail)
E1406,G2,IT Support,AWS,AWS,Data,75.5,In-person,Medium,0.91,39.2,Available,3.4,Hands-on,QA Lead,66.2,68.7,Pass,Analytics,60-69 (Borderline)
E1407,G6,QA,Tableau,Java,Cloud,24.1,In-person,High,0.97,39.3,Aligned,2.7,Visual,DevOps,82.1,23.5,Pass,Microservices,0-59 (Fail)
E1408,G3,Engineering,SQL,Docker,Data,21.6,In-person,Medium,0.82,30.4,On-bench,3.8,Visual,Architect,34.2,52.5,Fail,System Design,0-59 (Fail)
E1409,G2,HR,React,Tableau,DevOps,27.2,Hybrid,Low,0.06,23.5,On-bench,2.8,Visual,Data Sci,10.9,19.5,Pass,Microservices,0-59 (Fail)
E1410,G1,Engineering,Docker,Go,Cloud,16.7,In-person,Low,0.63,23.2,Aligned,4.2,Visual,Architect,35.2,12.1,Fail,Microservices,0-59 (Fail)
E1411,G1,HR,Go,Java,QA,55.8,Online,Medium,0.33,24.1,Not Available,4.0,Visual,Architect,70.3,80.1,Fail,Analytics,80-89 (Very Good)
E1412,G4,Data Science,Java,Java,Backend,43.1,Online,Critical,0.95,8.4,Aligned,4.3,Reading,Data Sci,4.8,46.4,Fail,System Design,0-59 (Fail)
